Option,0,When you want to replace an old definition of a function with a new one,HTML,
Option,100,When you want to ensure that a derived function pairs with a virtual function in the base class,HTML,
Option,0,Whenever you have multiple functions with the same name and want to ensure that they can each be called,HTML,
Option,0,When you want ensure consistency in a function's return value and need to override it into a specified range,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-37,,,
Title,,,,
QuestionText,What can the keyword <code>mutable</code> be used for in C++?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,To indicate that a class cannot be made <code>const</code>,HTML,
Option,0,To mark a member function as disallowed from being run on a const instance of a class,HTML,
Option,0,To specify that a class may be changed unexpectedly (possibly in a different thread).,HTML,
Option,0,To mark a parameter to a function that will definitely be modified in that function,HTML,
Option,100,To denote a member variable that is still allowed to change in a <code>const</code> member function,HTML,
Option,0,To indicate a class where the member variables in the class may vary from one instance to another,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-19,,,
Title,,,,
QuestionText,Two types of smart pointers are commonly used from the C++ standard library&#44; <code>std::unique_ptr</code> and <code>std::shared_ptr</code>.  How should you decide which one to use?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,Use std::shared_ptr when you want the object to be modifiable from multiple functions&#44; and std::unique_ptr when modifications should be restricted to one module.,HTML,
Option,0,Use <code>std::unique_ptr</code> when you are working with smaller objects&#44; but use and <code>std::shared_ptr</code> when the object is large or expensive to copy.,HTML,
Option,0,Use <code>std::shared_ptr</code> for polymorphic objects since they require dynamic management&#44; and use std::unique_ptr only for non-polymorphic types.,HTML,
Option,100,Use <code>std::unique_ptr</code> by default because it is more efficient and less likely to leak memory; only use std::shared_ptr when you need to share ownership across multiple parts of your program.,HTML,
Option,0,Use <code>std::unique_ptr</code> if you know you are going to have only one instance of a class&#44; but used <code>std::shared_ptr</code> if you are likely to have many instances.,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-36,,,
Title,,,,
QuestionText,While function arguments may be processed in any order&#44; the same is not true for initialization lists. Consider the following C++ structure:<br>&nbsp;&nbsp;<code>struct&nbsp;MyClass&nbsp;{</code><br>&nbsp;&nbsp;<code>&nbsp;&nbsp;int&nbsp;a;</code><br>&nbsp;&nbsp;<code>&nbsp;&nbsp;int&nbsp;b;</code><br>&nbsp;&nbsp;<code>&nbsp;&nbsp;int&nbsp;c;</code><br>&nbsp;&nbsp;<code>&nbsp;&nbsp;MyClass(int&nbsp;x)&nbsp;:&nbsp;c(x++)&#44;&nbsp;b(x++)&#44;&nbsp;a(x++)&nbsp;{&nbsp;}</code><br>&nbsp;&nbsp;<code>};</code><br>If you create a variable with <code>MyClass&nbsp;var(7)</code>&#44; what will be the values of <code>a</code>&#44; <code>b</code>&#44; and <code>c</code>?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,a=9&#44; b=8&#44; and c=7,HTML,
Option,0,a=9&#44; b=9&#44; and c=9,HTML,
Option,100,a=7&#44; b=8&#44; and c=9,HTML,
Option,0,a=7&#44; b=7&#44; and c=7,HTML,
Option,0,The code above will not compile because the initialization list is in a different order from the declarations of the member variables.,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-44,,,
Title,,,,
QuestionText,Which of the following is true about the C++ Core Guidelines as a whole?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,They are specifications that compiler writers must follow when implementing the C++ standard,HTML,
Option,0,They are a more intuitive version of the C++ standard,HTML,
Option,0,They are purely stylistic rules that make arbitrary decisions based solely around consistent appearance in code,HTML,
Option,0,They are requirements that extend the C++ standard and must be followed in all programs,HTML,
Option,100,They are suggestions for improving your code by making it more consistent and easier to debug,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-40,,,
Title,,,,
QuestionText,Which of the following is NOT one of the C++ Core Guidelines? Hint: all of the others were mentioned in the core guidelines video that you watched.,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,Prefer setting default values for member variables in the class definition where you declare each variable,HTML,
Option,0,Consolidate logically related inputs into a single user-defined type (e.g.&#44; a class or struct) that encapsulates the necessary data,HTML,
Option,0,If you need to return multiple values&#44; use a <code>struct</code> or a <code>tuple</code> that bundles the values together,HTML,
Option,0,Prefer default arguments in a constructor rather than multiple versions of the constructor (to ensure consistency),HTML,
Option,100,Introduce global variables to hold frequently used values&#44; thus eliminating the need to pass them as parameters,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-24,,,
Title,,,,
QuestionText,What is the advantage of using <code>std::make_unique</code> or <code>std::make_shared</code> over constructing your unique/shared pointers directly?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,It's the only way to ensure that the pointer will have new memory allocated for it,HTML,
Option,100,It's just a convenience that simplifies the allocation process&#44; passing arguments through to the constructor,HTML,
Option,0,It provides a performance improvement,HTML,
Option,0,It makes it easier to swap the underlying pointer,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-21,,,
Title,,,,
QuestionText,Why is it important to use <code>std::unique_ptr</code> in a function that may throw an exception in the middle?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,Because it allows for easier debugging,HTML,
Option,0,To handle the exception inside the pointer,HTML,
Option,100,To ensure that the memory is deallocated even if an exception is thrown,HTML,
Option,0,Because it makes the code run faster,HTML,
Option,0,The presence of the unique pointer will make the compiler handle any exceptions at compile time,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-7,,,
Title,,,,
QuestionText,Why should I try to avoid casting away <code>const</code> on a variable even when I know that I am not changing its value?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,Some non-const functions that I use may modify the value it subtle ways without me realizing it,HTML,
Option,0,A later programmer may modify my code to make a change that will alter the value without realizing that it was originally supposed to be const,HTML,
Option,0,If I am actually not modifying the variable&#44; there is almost always a clearer way of writing the code that keeps it const,HTML,
Option,100,All of the above,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-3,,,
Title,,,,
QuestionText,Which of the following is good advice for deciding when to use a range-based <code>for</code> loop like:<br>&nbsp;&nbsp;<code>for&nbsp;(auto&nbsp;&amp;&nbsp;x&nbsp;:&nbsp;data)&nbsp;{&nbsp;...&nbsp;}</code><br>versus an indexed-based <code>for</code> loop:<br>&nbsp;&nbsp;<code>for&nbsp;(size_t&nbsp;i=0;&nbsp;i&nbsp;&lt;&nbsp;data.size();&nbsp;++i)&nbsp;{&nbsp;...&nbsp;}</code><br>when iterating over a vector?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,Default to an index-based <code>for</code> loop unless you are changing elements in the vector as you go,HTML,
Option,0,Never use range-based <code>for</code> loops if you can avoid them since index-based loops are more efficient,HTML,
Option,0,Never use index-based <code>for</code> loops if you can avoid them since range-based loops are more efficient,HTML,
Option,100,Make sure to use an indexed-based <code>for</code> loop if you are using pushing new elements on the back of the loop as you go,HTML,
Option,0,If both work for your needs&#44; there is no reason to choose one over the other,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-20,,,
Title,,,,
QuestionText,Which of the following is a good reason to use <code>std::unique_ptr</code> instead of a raw pointer?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,100,We want to clarify where in the code this pointer is owned,HTML,
Option,0,We want to store the pointer in a <code>std::vector</code>,HTML,
Option,0,We want multiple pointers to share ownership of the object,HTML,
Option,0,We want to be able to swap the underlying pointer easily,HTML,
Option,0,We never plan to dereference the pointer,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-16,,,
Title,,,,
QuestionText,Sometimes arguments in a function call may have side-effects&#44; so it's important to understand their order of evaluation.  What will the following code output?<br>&nbsp;&nbsp;<code>int&nbsp;Compute(int&nbsp;a&#44;&nbsp;int&nbsp;b&#44;&nbsp;int&nbsp;c)&nbsp;{&nbsp;return&nbsp;a&nbsp;+&nbsp;3*b&nbsp;+&nbsp;10*c;&nbsp;}</code><br>&nbsp;&nbsp;<code>int&nbsp;main()&nbsp;{</code><br>&nbsp;&nbsp;<code>&nbsp;&nbsp;int&nbsp;i&nbsp;=&nbsp;0;</code><br>&nbsp;&nbsp;<code>&nbsp;&nbsp;std::cout&nbsp;&lt;&lt;&nbsp;Compute(i++&#44;&nbsp;i++&#44;&nbsp;i++)&nbsp;&lt;&lt;&nbsp;std::endl;</code><br>&nbsp;&nbsp;<code>}</code>,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,<code>12&nbsp;&nbsp;&nbsp;//&nbsp;i.e.&#44;&nbsp;Compute(2&#44;0&#44;1)</code>,HTML,
Option,0,<code>23&nbsp;&nbsp;&nbsp;//&nbsp;i.e.&#44;&nbsp;Compute(0&#44;1&#44;2)</code>,HTML,
Option,0,<code>5&nbsp;&nbsp;&nbsp;&nbsp;//&nbsp;i.e.&#44;&nbsp;Compute(2&#44;1&#44;0)</code>,HTML,
Option,0,<code>21&nbsp;&nbsp;&nbsp;//&nbsp;i.e.&#44;&nbsp;Compute(1&#44;0&#44;2)</code>,HTML,
Option,100,Any of the above are legal; the results depend on the compiler,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-31,,,
Title,,,,
QuestionText,If you want to compile a C++ program without any optimizations turned on&#44; how can you do this with clang or gcc?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,You must put the compiler in debug mode with the <code>-g</code> command-line option,HTML,
Option,0,You must use the <code>--no-debug</code> command-line option,HTML,
Option,0,You must explicitly use the flag <code>-Onone</code>,HTML,
Option,0,You must use the <code>-DNDEBUG</code> command-line option,HTML,
Option,100,You can simply compile without setting any optimization flags,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
NewQuestion,MC,,,
ID,QBL-41,,,
Title,,,,
QuestionText,Which of the following C++ utilities allows you to express an intention to have a value that might or might not be present?,HTML,,
Points,1,,,
Difficulty,1,,,
Image,,,,
Option,0,<code>std::none</code>,HTML,
Option,0,<code>std::maybe</code>,HTML,
Option,0,<code>std::any</code>,HTML,
Option,0,<code>std::nullable</code>,HTML,
Option,100,<code>std::optional</code>,HTML,
Hint,,,,
Feedback,,HTML,,
,,,,
,,,,
